"v1","v2","v3","v4","v5"
"LEISTER","LEISTERS","LEISTERED","LEISTERED","LEISTERING"
"LEND","LENDS","LENT","LENT","LENDING"
"LENGTHEN","LENGTHENS","LENGTHENED","LENGTHENED","LENGTHENING"
"LEOPARD-CRAWL","LEOPARD-CRAWLS","LEOPARD-CRAWLED","LEOPARD-CRAWLED","LEOPARD-CRAWLING"
"LEOPARDCRAWL","LEOPARDCRAWLS","LEOPARDCRAWLED","LEOPARDCRAWLED","LEOPARDCRAWLING"
"LESSEN","LESSENS","LESSENED","LESSENED","LESSENING"
"LESSON","LESSONS","LESSONED","LESSONED","LESSONING"
"LET","LETS","LET","LET","LETTING"
"LETCH","LETCHES","LETCHED","LETCHED","LETCHING"
"LETTER","LETTERS","LETTERED","LETTERED","LETTERING"
"LETTERBOX","LETTERBOXES","LETTERBOXED","LETTERBOXED","LETTERBOXING"
"LEVANT","LEVANTS","LEVANTED","LEVANTED","LEVANTING"
"LEVEL","LEVELS","LEVELLED","LEVELLED","LEVELLING"
"LEVER","LEVERS","LEVERED","LEVERED","LEVERING"
"LEVERAGE","LEVERAGES","LEVERAGED","LEVERAGED","LEVERAGING"
"LEVIGATE","LEVIGATES","LEVIGATED","LEVIGATED","LEVIGATING"
"LEVITATE","LEVITATES","LEVITATED","LEVITATED","LEVITATING"
"LEVY","LEVIES","LEVIED","LEVIED","LEVYING"
"LHLIKE","LHLIKES","LHLIKED","LHLIKED","LHLIKING"
"LIAISE","LIAISES","LIAISED","LIAISED","LIAISING"
"LIBEL","LIBELS","LIBELLED","LIBELLED","LIBELLING"
"LIBERALISE","LIBERALISES","LIBERALISED","LIBERALISED","LIBERALISING"
"LIBERALIZE","LIBERALIZES","LIBERALIZED","LIBERALIZED","LIBERALIZING"
"LIBERATE","LIBERATES","LIBERATED","LIBERATED","LIBERATING"
"LIBRATE","LIBRATES","LIBRATED","LIBRATED","LIBRATING"
"LICENCE","LICENCES","LICENCED","LICENCED","LICENCING"
"LICENSE","LICENSES","LICENSED","LICENSED","LICENSING"
"LICK","LICKS","LICKED","LICKED","LICKING"
"LIE","LIES","LAY","LAIN","LYING"
"LIE","LIES","LIED","LIED","LYING"
"LIFT","LIFTS","LIFTED","LIFTED","LIFTING"
"LIGATE","LIGATES","LIGATED","LIGATED","LIGATING"
"LIGATURE","LIGATURES","LIGATURED","LIGATURED","LIGATURING"
"LIGHT","LIGHTS","LIGHTED","LIGHTED","LIGHTING"
"LIGHT","LIGHTS","LIT","LIT","LIGHTING"
"LIGHTEN","LIGHTENS","LIGHTENED","LIGHTENED","LIGHTENING"
"LIGNIFY","LIGNIFIES","LIGNIFIED","LIGNIFIED","LIGNIFYING"
"LIKE","LIKES","LIKED","LIKED","LIKING"
"LIKEN","LIKENS","LIKENED","LIKENED","LIKENING"
"LILT","LILTS","LILTED","LILTED","LILTING"
"LIMB","LIMBS","LIMBED","LIMBED","LIMBING"
"LIMBER","LIMBERS","LIMBERED","LIMBERED","LIMBERING"
"LIME","LIMES","LIMED","LIMED","LIMING"
"LIMIT","LIMITS","LIMITED","LIMITED","LIMITING"
"LIMN","LIMNS","LIMNED","LIMNED","LIMNING"
"LIMP","LIMPS","LIMPED","LIMPED","LIMPING"
"LINE","LINES","LINED","LINED","LINING"
"LINGER","LINGERS","LINGERED","LINGERED","LINGERING"
"LINK","LINKS","LINKED","LINKED","LINKING"
"LIONISE","LIONISES","LIONISED","LIONISED","LIONISING"
"LIONIZE","LIONIZES","LIONIZED","LIONIZED","LIONIZING"
"LIP","LIPS","LIPPED","LIPPED","LIPPING"
"LIP-READ","LIP-READS","LIP-READ","LIP-READ","LIP-READING"
"LIP-SYNC","LIP-SYNCS","LIP-SYNCED","LIP-SYNCED","LIP-SYNCING"
"LIP-SYNCH","LIP-SYNCHS","LIP-SYNCHED","LIP-SYNCHED","LIP-SYNCHING"
"LIPREAD","LIPREADS","LIPREAD","LIPREAD","LIPREADING"
"LIPSYNC","LIPSYNCS","LIPSYNCED","LIPSYNCED","LIPSYNCING"
"LIPSYNCH","LIPSYNCHS","LIPSYNCHED","LIPSYNCHED","LIPSYNCHING"
"LIQUATE","LIQUATES","LIQUATED","LIQUATED","LIQUATING"
"LIQUEFY","LIQUEFIES","LIQUEFIED","LIQUEFIED","LIQUEFYING"
"LIQUESCE","LIQUESCES","LIQUESCED","LIQUESCED","LIQUESCING"
"LIQUIDATE","LIQUIDATES","LIQUIDATED","LIQUIDATED","LIQUIDATING"
"LIQUIDISE","LIQUIDISES","LIQUIDISED","LIQUIDISED","LIQUIDISING"
"LIQUIDIZE","LIQUIDIZES","LIQUIDIZED","LIQUIDIZED","LIQUIDIZING"
"LIQUIFY","LIQUIFIES","LIQUIFIED","LIQUIFIED","LIQUIFYING"
"LIQUOR","LIQUORS","LIQUORED","LIQUORED","LIQUORING"
"LISP","LISPS","LISPED","LISPED","LISPING"
"LIST","LISTS","LISTED","LISTED","LISTING"
"LISTEN","LISTENS","LISTENED","LISTENED","LISTENING"
"LITHOGRAPH","LITHOGRAPHS","LITHOGRAPHED","LITHOGRAPHED","LITHOGRAPHING"
"LITIGATE","LITIGATES","LITIGATED","LITIGATED","LITIGATING"
"LITTER","LITTERS","LITTERED","LITTERED","LITTERING"
"LIVE","LIVES","LIVED","LIVED","LIVING"
"LIVE-BLOG","LIVE-BLOGS","LIVE-BLOGGED","LIVE-BLOGGED","LIVE-BLOGGING"
"LIVE-STREAM","LIVE-STREAMS","LIVE-STREAMED","LIVE-STREAMED","LIVE-STREAMING"
"LIVEBLOG","LIVEBLOGS","LIVEBLOGGED","LIVEBLOGGED","LIVEBLOGGING"
"LIVEN","LIVENS","LIVENED","LIVENED","LIVENING"
"LIVESTREAM","LIVESTREAMS","LIVESTREAMED","LIVESTREAMED","LIVESTREAMING"
"LIXIVIATE","LIXIVIATES","LIXIVIATED","LIXIVIATED","LIXIVIATING"
"LOAD","LOADS","LOADED","LOADED","LOADING"
"LOAF","LOAFS","LOAFED","LOAFED","LOAFING"
"LOAM","LOAMS","LOAMED","LOAMED","LOAMING"
"LOAN","LOANS","LOANED","LOANED","LOANING"
"LOATHE","LOATHES","LOATHED","LOATHED","LOATHING"
"LOB","LOBS","LOBBED","LOBBED","LOBBING"
"LOBBY","LOBBIES","LOBBIED","LOBBIED","LOBBYING"
"LOBOTOMISE","LOBOTOMISES","LOBOTOMISED","LOBOTOMISED","LOBOTOMISING"
"LOBOTOMIZE","LOBOTOMIZES","LOBOTOMIZED","LOBOTOMIZED","LOBOTOMIZING"
"LOCALISE","LOCALISES","LOCALISED","LOCALISED","LOCALISING"
"LOCALIZE","LOCALIZES","LOCALIZED","LOCALIZED","LOCALIZING"
"LOCATE","LOCATES","LOCATED","LOCATED","LOCATING"
"LOCK","LOCKS","LOCKED","LOCKED","LOCKING"
"LOCO","LOCOS","LOCOED","LOCOED","LOCOING"
"LODGE","LODGES","LODGED","LODGED","LODGING"
"LOFT","LOFTS","LOFTED","LOFTED","LOFTING"
"LOG","LOGS","LOGGED","LOGGED","LOGGING"
"LOGROLL","LOGROLLS","LOGROLLED","LOGROLLED","LOGROLLING"
"LOITER","LOITERS","LOITERED","LOITERED","LOITERING"
"LOLL","LOLLS","LOLLED","LOLLED","LOLLING"
"LOLLOP","LOLLOPS","LOLLOPED","LOLLOPED","LOLLOPING"
"LONG","LONGS","LONGED","LONGED","LONGING"
"LOOK","LOOKS","LOOKED","LOOKED","LOOKING"
"LOOM","LOOMS","LOOMED","LOOMED","LOOMING"
"LOOP","LOOPS","LOOPED","LOOPED","LOOPING"
"LOOPHOLE","LOOPHOLES","LOOPHOLED","LOOPHOLED","LOOPHOLING"
"LOOSE","LOOSES","LOOSED","LOOSED","LOOSING"
"LOOSEN","LOOSENS","LOOSENED","LOOSENED","LOOSENING"
"LOOT","LOOTS","LOOTED","LOOTED","LOOTING"
"LOP","LOPS","LOPPED","LOPPED","LOPPING"
"LOPE","LOPES","LOPED","LOPED","LOPING"
"LORD","LORDS","LORDED","LORDED","LORDING"
"LOSE","LOSES","LOST","LOST","LOSING"
"LOT","LOTS","LOTTED","LOTTED","LOTTING"
"LOUDEN","LOUDENS","LOUDENED","LOUDENED","LOUDENING"
"LOUNGE","LOUNGES","LOUNGED","LOUNGED","LOUNGING"
"LOUR","LOURS","LOURED","LOURED","LOURING"
"LOUSE","LOUSES","LOUSED","LOUSED","LOUSING"
"LOUT","LOUTS","LOUTED","LOUTED","LOUTING"
"LOVE","LOVES","LOVED","LOVED","LOVING"
"LOW","LOWS","LOWED","LOWED","LOWING"
"LOWBALL","LOWBALLS","LOWBALLED","LOWBALLED","LOWBALLING"
"LOWER","LOWERS","LOWERED","LOWERED","LOWERING"
"LUBRICATE","LUBRICATES","LUBRICATED","LUBRICATED","LUBRICATING"
"LUCK","LUCKS","LUCKED","LUCKED","LUCKING"
"LUCUBRATE","LUCUBRATES","LUCUBRATED","LUCUBRATED","LUCUBRATING"
"LUFF","LUFFS","LUFFED","LUFFED","LUFFING"
"LUG","LUGS","LUGGED","LUGGED","LUGGING"
"LULL","LULLS","LULLED","LULLED","LULLING"
"LULLABY","LULLABIES","LULLABIED","LULLABIED","LULLABYING"
"LUMBER","LUMBERS","LUMBERED","LUMBERED","LUMBERING"
"LUMINESCE","LUMINESCES","LUMINESCED","LUMINESCED","LUMINESCING"
"LUMP","LUMPS","LUMPED","LUMPED","LUMPING"
"LUNCH","LUNCHES","LUNCHED","LUNCHED","LUNCHING"
"LUNGE","LUNGES","LUNGED","LUNGED","LUNGEING"
"LURCH","LURCHES","LURCHED","LURCHED","LURCHING"
"LURE","LURES","LURED","LURED","LURING"
"LURK","LURKS","LURKED","LURKED","LURKING"
"LUSH","LUSHES","LUSHED","LUSHED","LUSHING"
"LUST","LUSTS","LUSTED","LUSTED","LUSTING"
"LUSTRATE","LUSTRATES","LUSTRATED","LUSTRATED","LUSTRATING"
"LUSTRE","LUSTRES","LUSTRED","LUSTRED","LUSTRING"
"LUTE","LUTES","LUTED","LUTED","LUTING"
"LUXATE","LUXATES","LUXATED","LUXATED","LUXATING"
"LUXURIATE","LUXURIATES","LUXURIATED","LUXURIATED","LUXURIATING"
"LYNCH","LYNCHES","LYNCHED","LYNCHED","LYNCHING"
"LYOPHILIZE","LYOPHILIZES","LYOPHILIZED","LYOPHILIZED","LYOPHILIZING"
"LYSE","LYSES","LYSED","LYSED","LYSING"
"MACADAMIZE","MACADAMIZES","MACADAMIZED","MACADAMIZED","MACADAMIZING"
"MACE","MACES","MACED","MACED","MACEING"
"MACERATE","MACERATES","MACERATED","MACERATED","MACERATING"
"MACHICOLATE","MACHICOLATES","MACHICOLATED","MACHICOLATED","MACHICOLATING"
"MACHINATE","MACHINATES","MACHINATED","MACHINATED","MACHINATING"
"MACHINE","MACHINES","MACHINED","MACHINED","MACHINING"
"MACHINE-GUN","MACHINE-GUNS","MACHINE-GUNNED","MACHINE-GUNNED","MACHINE-GUNNING"
"MACHINEGUN","MACHINEGUNS","MACHINEGUNNED","MACHINEGUNNED","MACHINEGUNNING"
"MACULATE","MACULATES","MACULATED","MACULATED","MACULATING"
"MAD","MADS","MADDED","MADDED","MADDING"
"MADDEN","MADDENS","MADDENED","MADDENED","MADDENING"
"MAFFICK","MAFFICKS","MAFFICKED","MAFFICKED","MAFFICKING"
"MAGIC","MAGICS","MAGICKED","MAGICKED","MAGICKING"
"MAGNETISE","MAGNETISES","MAGNETISED","MAGNETISED","MAGNETISING"
"MAGNETIZE","MAGNETIZES","MAGNETIZED","MAGNETIZED","MAGNETIZING"
"MAGNIFY","MAGNIFIES","MAGNIFIED","MAGNIFIED","MAGNIFYING"
"MAIL","MAILS","MAILED","MAILED","MAILING"
"MAIL BOMB","MAIL BOMBS","MAIL BOMBED","MAIL BOMBED","MAIL BOMBING"
"MAIM","MAIMS","MAIMED","MAIMED","MAIMING"
"MAINLINE","MAINLINES","MAINLINED","MAINLINED","MAINLINING"
"MAINSTREAM","MAINSTREAMS","MAINSTREAMED","MAINSTREAMED","MAINSTREAMING"
"MAINTAIN","MAINTAINS","MAINTAINED","MAINTAINED","MAINTAINING"
"MAJOR","MAJORS","MAJORED","MAJORED","MAJORING"
"MAKE","MAKES","MADE","MADE","MAKING"
"MALADMINISTER","MALADMINISTERS","MALADMINISTERED","MALADMINISTERED","MALADMINISTERING"
"MALEDICT","MALEDICTS","MALEDICTED","MALEDICTED","MALEDICTING"
"MALFUNCTION","MALFUNCTIONS","MALFUNCTIONED","MALFUNCTIONED","MALFUNCTIONING"
"MALIGN","MALIGNS","MALIGNED","MALIGNED","MALIGNING"
"MALINGER","MALINGERS","MALINGERED","MALINGERED","MALINGERING"
"MALT","MALTS","MALTED","MALTED","MALTING"
"MALTREAT","MALTREATS","MALTREATED","MALTREATED","MALTREATING"
"MAMAGUY","MAMAGUYS","MAMAGUYED","MAMAGUYED","MAMAGUYING"
"MAMBO","MAMBOS","MAMBOED","MAMBOED","MAMBOING"
"MAMMOCK","MAMMOCKS","MAMMOCKED","MAMMOCKED","MAMMOCKING"
"MAN","MANS","MANNED","MANNED","MANNING"
"MAN-HANDLE","MAN-HANDLES","MANHANDLED","MAN-HANDLED","MAN-HANDLING"
"MANACLE","MANACLES","MANACLED","MANACLED","MANACLING"
"MANAGE","MANAGES","MANAGED","MANAGED","MANAGING"
"MANDATE","MANDATES","MANDATED","MANDATED","MANDATING"
"MANDUCATE","MANDUCATES","MANDUCATED","MANDUCATED","MANDUCATING"
"MANEUVER","MANEUVERS","MANEUVERED","MANEUVERED","MANEUVERING"
"MANGLE","MANGLES","MANGLED","MANGLED","MANGLING"
"MANHANDLE","MANHANDLES","MANHANDLED","MANHANDLED","MANHANDLING"
"MANICURE","MANICURES","MANICURED","MANICURED","MANICURING"
"MANIFEST","MANIFESTS","MANIFESTED","MANIFESTED","MANIFESTING"
"MANIFOLD","MANIFOLDS","MANIFOLDED","MANIFOLDED","MANIFOLDING"
"MANIPULATE","MANIPULATES","MANIPULATED","MANIPULATED","MANIPULATING"
"MANOEUVRE","MANOEUVRES","MANOEUVRED","MANOEUVRED","MANOEUVRING"
"MANTLE","MANTLES","MANTLED","MANTLED","MANTLING"
"MANUFACTURE","MANUFACTURES","MANUFACTURED","MANUFACTURED","MANUFACTURING"
"MANUMIT","MANUMITS","MANUMITTED","MANUMITTED","MANUMITTING"
"MANURE","MANURES","MANURED","MANURED","MANURING"
"MAP","MAPS","MAPPED","MAPPED","MAPPING"
"MAR","MARS","MARRED","MARRED","MARRING"
"MARAUD","MARAUDS","MARAUDED","MARAUDED","MARAUDING"
"MARBLE","MARBLES","MARBLED","MARBLED","MARBLING"
"MARCEL","MARCELS","MARCELLED","MARCELLED","MARCELLING"
"MARCH","MARCHES","MARCHED","MARCHED","MARCHING"
"MARGIN","MARGINS","MARGINED","MARGINED","MARGINING"
"MARGINALISE","MARGINALISES","MARGINALISED","MARGINALISED","MARGINALISING"
"MARGINALIZE","MARGINALIZES","MARGINALIZED","MARGINALIZED","MARGINALIZING"
"MARGINATE","MARGINATES","MARGINATED","MARGINATED","MARGINATING"
"MARINADE","MARINADES","MARINADED","MARINADED","MARINADING"
"MARINATE","MARINATES","MARINATED","MARINATED","MARINATING"
"MARK","MARKS","MARKED","MARKED","MARKING"
"MARKET","MARKETS","MARKETED","MARKETED","MARKETING"
"MARL","MARLS","MARLED","MARLED","MARLING"
"MAROON","MAROONS","MAROONED","MAROONED","MAROONING"
"MARRY","MARRIES","MARRIED","MARRIED","MARRYING"
"MARSHAL","MARSHALS","MARSHALLED","MARSHALLED","MARSHALLING"
"MARTYR","MARTYRS","MARTYRED","MARTYRED","MARTYRING"
"MARVEL","MARVELS","MARVELLED","MARVELLED","MARVELLING"
"MASCULINISE","MASCULINISES","MASCULINISED","MASCULINISED","MASCULINISING"
"MASCULINIZE","MASCULINIZES","MASCULINIZED","MASCULINIZED","MASCULINIZING"
"MASH","MASHES","MASHED","MASHED","MASHING"
"MASK","MASKS","MASKED","MASKED","MASKING"
"MASON","MASONS","MASONED","MASONED","MASONING"
"MASQUERADE","MASQUERADES","MASQUERADED","MASQUERADED","MASQUERADING"
"MASS","MASSES","MASSED","MASSED","MASSING"
"MASS-PRODUCE","MASS-PRODUCES","MASS-PRODUCED","MASS-PRODUCED","MASS-PRODUCING"
"MASSACRE","MASSACRES","MASSACRED","MASSACRED","MASSACRING"
"MASSAGE","MASSAGES","MASSAGED","MASSAGED","MASSAGING"
"MASSPRODUCE","MASSPRODUCES","MASSPRODUCED","MASSPRODUCED","MASSPRODUCING"
"MAST","MASTS","MASTED","MASTED","MASTING"
"MASTER","MASTERS","MASTERED","MASTERED","MASTERING"
"MASTER-MIND","MASTER-MINDS","MASTERMINDED","MASTER-MINDED","MASTER-MINDING"
"MASTERMIND","MASTERMINDS","MASTERMINDED","MASTERMINDED","MASTERMINDING"
"MASTICATE","MASTICATES","MASTICATED","MASTICATED","MASTICATING"
"MASTURBATE","MASTURBATES","MASTURBATED","MASTURBATED","MASTURBATING"
"MAT","MATS","MATTED","MATTED","MATTING"
"MATCH","MATCHES","MATCHED","MATCHED","MATCHING"
"MATCHMARK","MATCHMARKS","MATCHMARKED","MATCHMARKED","MATCHMARKING"
"MATE","MATES","MATED","MATED","MATING"
"MATERIALISE","MATERIALISES","MATERIALISED","MATERIALISED","MATERIALISING"
"MATERIALIZE","MATERIALIZES","MATERIALIZED","MATERIALIZED","MATERIALIZING"
"MATRICULATE","MATRICULATES","MATRICULATED","MATRICULATED","MATRICULATING"
"MATTER","MATTERS","MATTERED","MATTERED","MATTERING"
"MATURATE","MATURATES","MATURATED","MATURATED","MATURATING"
"MATURE","MATURES","MATURED","MATURED","MATURING"
"MAUL","MAULS","MAULED","MAULED","MAULING"
"MAUNDER","MAUNDERS","MAUNDERED","MAUNDERED","MAUNDERING"
"MAX","MAXES","MAXED","MAXED","MAXING"
"MAXIMISE","MAXIMISES","MAXIMISED","MAXIMISED","MAXIMISING"
"MAXIMIZE","MAXIMIZES","MAXIMIZED","MAXIMIZED","MAXIMIZING"
"MEAN","MEANS","MEANT","MEANT","MEANING"
"MEANDER","MEANDERS","MEANDERED","MEANDERED","MEANDERING"
"MEANS-TEST","MEANS-TESTS","MEANS-TESTED","MEANS-TESTED","MEANS-TESTING"
"MEANSTEST","MEANSTESTS","MEANSTESTED","MEANSTESTED","MEANSTESTING"
"MEASURE","MEASURES","MEASURED","MEASURED","MEASURING"
"MECHANISE","MECHANISES","MECHANISED","MECHANISED","MECHANISING"
"MECHANIZE","MECHANIZES","MECHANIZED","MECHANIZED","MECHANIZING"
"MEDAL","MEDALS","MEDALLED","MEDALLED","MEDALLING"
"MEDDLE","MEDDLES","MEDDLED","MEDDLED","MEDDLING"
"MEDIATE","MEDIATES","MEDIATED","MEDIATED","MEDIATING"
"MEDIATIZE","MEDIATIZES","MEDIATIZED","MEDIATIZED","MEDIATIZING"
"MEDICATE","MEDICATES","MEDICATED","MEDICATED","MEDICATING"
"MEDITATE","MEDITATES","MEDITATED","MEDITATED","MEDITATING"
"MEET","MEETS","MET","MET","MEETING"
"MELD","MELDS","MELDED","MELDED","MELDING"
"MELIORATE","MELIORATES","MELIORATED","MELIORATED","MELIORATING"
"MELLOW","MELLOWS","MELLOWED","MELLOWED","MELLOWING"
"MELODIZE","MELODIZES","MELODIZED","MELODIZED","MELODIZING"
"MELODRAMATIZE","MELODRAMATIZES","MELODRAMATIZED","MELODRAMATIZED","MELODRAMATIZING"
"MELT","MELTS","MELTED","MELTED","MELTING"
"MELT","MELTS","MELTED","MOLTEN","MELTING"
"MEMORIALISE","MEMORIALISES","MEMORIALISED","MEMORIALISED","MEMORIALISING"
"MEMORIALIZE","MEMORIALIZES","MEMORIALIZED","MEMORIALIZED","MEMORIALIZING"
"MEMORISE","MEMORISES","MEMORISED","MEMORISED","MEMORISING"
"MEMORIZE","MEMORIZES","MEMORIZED","MEMORIZED","MEMORIZING"
"MENACE","MENACES","MENACED","MENACED","MENACING"
"MEND","MENDS","MENDED","MENDED","MENDING"
"MENSTRUATE","MENSTRUATES","MENSTRUATED","MENSTRUATED","MENSTRUATING"
"MENTION","MENTIONS","MENTIONED","MENTIONED","MENTIONING"
"MEOW","MEOWS","MEOWED","MEOWED","MEOWING"
"MERCERISE","MERCERISES","MERCERISED","MERCERISED","MERCERISING"
"MERCERIZE","MERCERIZES","MERCERIZED","MERCERIZED","MERCERIZING"
"MERCHANDISE","MERCHANDISES","MERCHANDISED","MERCHANDISED","MERCHANDISING"
"MERCHANT","MERCHANTS","MERCHANTED","MERCHANTED","MERCHANTING"
"MERCURATE","MERCURATES","MERCURATED","MERCURATED","MERCURATING"
"MERCURIALIZE","MERCURIALIZES","MERCURIALIZED","MERCURIALIZED","MERCURIALIZING"
"MERGE","MERGES","MERGED","MERGED","MERGING"
"MERIT","MERITS","MERITED","MERITED","MERITING"
"MESH","MESHES","MESHED","MESHED","MESHING"
"MESMERISE","MESMERISES","MESMERISED","MESMERISED","MESMERISING"
"MESMERIZE","MESMERIZES","MESMERIZED","MESMERIZED","MESMERIZING"
"MESS","MESSES","MESSED","MESSED","MESSING"
"MESSAGE","MESSAGES","MESSAGED","MESSAGED","MESSAGING"
"MESSENGER","MESSENGERS","MESSENGERED","MESSENGERED","MESSENGERING"
"METABOLISE","METABOLISES","METABOLISED","METABOLISED","METABOLISING"
"METABOLIZE","METABOLIZES","METABOLIZED","METABOLIZED","METABOLIZING"
"METAL","METALS","METALED","METALED","METALING"
"METALLIZE","METALLIZES","METALLIZED","METALLIZED","METALLIZING"
"METAMORPHOSE","METAMORPHOSES","METAMORPHOSED","METAMORPHOSED","METAMORPHOSING"
"METAPHRASE","METAPHRASES","METAPHRASED","METAPHRASED","METAPHRASING"
"METAPHYSICIZE","METAPHYSICIZES","METAPHYSICIZED","METAPHYSICIZED","METAPHYSICIZING"
"METASTASIZE","METASTASIZES","METASTASIZED","METASTASIZED","METASTASIZING"
"METATHESIZE","METATHESIZES","METATHESIZED","METATHESIZED","METATHESIZING"
"METE","METES","METED","METED","METING"
"METER","METERS","METERED","METERED","METERING"
"METHODIZE","METHODIZES","METHODIZED","METHODIZED","METHODIZING"
"METHOUGHT","METHOUGHTS","METHOUGHTED","METHOUGHTED","METHOUGHTING"
"METHYLATE","METHYLATES","METHYLATED","METHYLATED","METHYLATING"
"METRICATE","METRICATES","METRICATED","METRICATED","METRICATING"
"METRICIZE","METRICIZES","METRICIZED","METRICIZED","METRICIZING"
"METRIFY","METRIFIES","METRIFIED","METRIFIED","METRIFYING"
"MEW","MEWS","MEWED","MEWED","MEWING"
"MEWL","MEWLS","MEWLED","MEWLED","MEWLING"
"MEZZOTINT","MEZZOTINTS","MEZZOTINTED","MEZZOTINTED","MEZZOTINTING"
"MIAOW","MIAOWS","MIAOWED","MIAOWED","MIAOWING"
"MIAUL","MIAULS","MIAULED","MIAULED","MIAULING"
"MICROBLOG","MICROBLOGS","MICROBLOGGED","MICROBLOGGED","MICROBLOGGING"
"MICROCHIP","MICROCHIPS","MICROCHIPPED","MICROCHIPPED","MICROCHIPPING"
"MICROFILM","MICROFILMS","MICROFILMED","MICROFILMED","MICROFILMING"
"MICROMANAGE","MICROMANAGES","MICROMANAGED","MICROMANAGED","MICROMANAGING"
"MICROWAVE","MICROWAVES","MICROWAVED","MICROWAVED","MICROWAVING"
"MICTURATE","MICTURATES","MICTURATED","MICTURATED","MICTURATING"
"MIDDLE","MIDDLES","MIDDLED","MIDDLED","MIDDLING"
"MIFF","MIFFS","MIFFED","MIFFED","MIFFING"
"MIGRATE","MIGRATES","MIGRATED","MIGRATED","MIGRATING"
"MIKE","MIKES","MIKED","MIKED","MIKING"
"MILDEN","MILDENS","MILDENED","MILDENED","MILDENING"
"MILDEW","MILDEWS","MILDEWED","MILDEWED","MILDEWING"
"MILITARISE","MILITARISES","MILITARISED","MILITARISED","MILITARISING"
"MILITARIZE","MILITARIZES","MILITARIZED","MILITARIZED","MILITARIZING"
"MILITATE","MILITATES","MILITATED","MILITATED","MILITATING"
"MILK","MILKS","MILKED","MILKED","MILKING"
"MILL","MILLS","MILLED","MILLED","MILLING"
"MILT","MILTS","MILTED","MILTED","MILTING"
"MIME","MIMES","MIMED","MIMED","MIMING"
"MIMEOGRAPH","MIMEOGRAPHES","MIMEOGRAPHED","MIMEOGRAPHED","MIMEOGRAPHING"
"MIMIC","MIMICS","MIMICKED","MIMICKED","MIMICKING"
"MINCE","MINCES","MINCED","MINCED","MINCING"
"MIND","MINDS","MINDED","MINDED","MINDING"
"MINE","MINES","MINED","MINED","MINING"
"MINERALIZE","MINERALIZES","MINERALIZED","MINERALIZED","MINERALIZING"
"MINGLE","MINGLES","MINGLED","MINGLED","MINGLING"
"MINIATURISE","MINIATURISES","MINIATURISED","MINIATURISED","MINIATURISING"
"MINIATURIZE","MINIATURIZES","MINIATURIZED","MINIATURIZED","MINIATURIZING"
"MINIFY","MINIFIES","MINIFIED","MINIFIED","MINIFYING"
"MINIMISE","MINIMISES","MINIMISED","MINIMISED","MINIMISING"
"MINIMIZE","MINIMIZES","MINIMIZED","MINIMIZED","MINIMIZING"
"MINISTER","MINISTERS","MINISTERED","MINISTERED","MINISTERING"
"MINOR","MINORS","MINORED","MINORED","MINORING"
"MINT","MINTS","MINTED","MINTED","MINTING"
"MINUTE","MINUTES","MINUTED","MINUTED","MINUTING"
"MIRE","MIRES","MIRED","MIRED","MIRING"
"MIRROR","MIRRORS","MIRRORED","MIRRORED","MIRRORING"
"MIS-SELL","MIS-SELLS","MIS-SOLD","MIS-SOLD","MIS-SELLING"
"MISADVISE","MISADVISES","MISADVISED","MISADVISED","MISADVISING"
"MISAPPLY","MISAPPLIES","MISAPPLIED","MISAPPLIED","MISAPPLYING"
"MISAPPREHEND","MISAPPREHENDS","MISAPPREHENDED","MISAPPREHENDED","MISAPPREHENDING"
"MISAPPROPRIATE","MISAPPROPRIATES","MISAPPROPRIATED","MISAPPROPRIATED","MISAPPROPRIATING"
"MISBECOME","MISBECOMES","MISBECAME","MISBECAME","MISBECOMING"
"MISBEHAVE","MISBEHAVES","MISBEHAVED","MISBEHAVED","MISBEHAVING"
"MISCALCULATE","MISCALCULATES","MISCALCULATED","MISCALCULATED","MISCALCULATING"
"MISCALL","MISCALLS","MISCALLED","MISCALLED","MISCALLING"
"MISCARRY","MISCARRIES","MISCARRIED","MISCARRIED","MISCARRYING"
"MISCAST","MISCASTS","MISCAST","MISCAST","MISCASTING"
"MISCONCEIVE","MISCONCEIVES","MISCONCEIVED","MISCONCEIVED","MISCONCEIVING"
"MISCONDUCT","MISCONDUCTS","MISCONDUCTED","MISCONDUCTED","MISCONDUCTING"
"MISCONSTRUE","MISCONSTRUES","MISCONSTRUED","MISCONSTRUED","MISCONSTRUING"
"MISCOUNT","MISCOUNTS","MISCOUNTED","MISCOUNTED","MISCOUNTING"
"MISCREATE","MISCREATES","MISCREATED","MISCREATED","MISCREATING"
"MISCUE","MISCUES","MISCUED","MISCUED","MISCUING"
"MISDATE","MISDATES","MISDATED","MISDATED","MISDATING"
"MISDEAL","MISDEALS","MISDEALT","MISDEALT","MISDEALING"
"MISDEMEAN","MISDEMEANS","MISDEMEANED","MISDEMEANED","MISDEMEANING"
"MISDIAGNOSE","MISDIAGNOSES","MISDIAGNOSED","MISDIAGNOSED","MISDIAGNOSING"
"MISDIAL","MISDIALS","MISDIALLED","MISDIALLED","MISDIALLING"
"MISDIRECT","MISDIRECTS","MISDIRECTED","MISDIRECTED","MISDIRECTING"
"MISDOUBT","MISDOUBTS","MISDOUBTED","MISDOUBTED","MISDOUBTING"
"MISFIELD","MISFIELDS","MISFIELDED","MISFIELDED","MISFIELDING"
